SL,project_name,migration_direction,prompt_mode,set_folder_name,fold_name,model_name,avg_cosine_similarity,max_cosine_similarity,avg_crystal_bleu,max_crystal_bleu
1783,Twasi_twasi-core,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.42,0.42
1784,Twasi_twasi-core,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.27,0.27
1785,Twasi_twasi-core,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.56,0.56
1786,Twasi_twasi-core,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.83,0.83,0.67,0.67
1787,Twasi_twasi-core,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.22,0.22,0.24,0.24
1788,Twasi_twasi-core,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.21,0.21,0.14,0.14
1789,WISVCH_events,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.79,0.79,0.59,0.59
1790,WISVCH_events,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.89,0.89,0.70,0.70
1791,WISVCH_events,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.69,0.69,0.51,0.51
1792,WISVCH_events,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.83,0.83,0.56,0.56
1793,WISVCH_events,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.77,0.77,0.67,0.67
1794,WISVCH_events,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.71,0.71
1795,WISVCH_events,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.50,0.50
1796,WISVCH_events,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.43,0.43,0.35,0.35
1797,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.88,0.88,0.70,0.70
1798,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.88,0.88,0.63,0.63
1799,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.83,0.83,0.55,0.55
1800,YakushevVladimir_BibleQuote-for-Android,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.35,0.35
1801,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.49,0.49,0.40,0.40
1802,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.82,0.82,0.68,0.68
1803,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.35,0.35
1804,YakushevVladimir_BibleQuote-for-Android,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.57,0.57,0.42,0.42
1805,adobe_experience-platform-streaming-connect,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.58,0.58
1806,adobe_experience-platform-streaming-connect,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.83,0.83,0.58,0.58
1807,adobe_experience-platform-streaming-connect,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.43,0.43,0.36,0.36
1808,adobe_experience-platform-streaming-connect,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.67,0.67,0.44,0.44
1809,adobe_experience-platform-streaming-connect,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.55,0.55,0.30,0.30
1810,adobe_experience-platform-streaming-connect,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.62,0.62,0.47,0.47
1811,adobe_experience-platform-streaming-connect,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.29,0.29,0.16,0.16
1812,adobe_experience-platform-streaming-connect,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.33,0.33,0.11,0.11
1813,agateau_pixelwheels,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.70,0.70,0.38,0.38
1814,agateau_pixelwheels,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.79,0.79,0.62,0.62
1815,agateau_pixelwheels,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.30,0.30,0.23,0.23
1816,agateau_pixelwheels,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.45,0.45
1817,agateau_pixelwheels,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.27,0.27,0.23,0.23
1818,agateau_pixelwheels,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.52,0.52,0.43,0.43
1819,agateau_pixelwheels,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.12,0.12,0.12,0.12
1820,agateau_pixelwheels,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.09,0.09,0.08,0.08
1821,albertus82_cyclesmod,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.78,0.78,0.22,0.22
1822,albertus82_cyclesmod,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.67,0.67,0.34,0.34
1823,albertus82_cyclesmod,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.42,0.42,0.23,0.23
1824,albertus82_cyclesmod,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.56,0.56,0.26,0.26
1825,albertus82_cyclesmod,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.59,0.59,0.22,0.22
1826,albertus82_cyclesmod,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.55,0.55,0.17,0.17
1827,albertus82_cyclesmod,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.28,0.28,0.05,0.05
1828,albertus82_cyclesmod,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.38,0.38,0.23,0.23
1829,alexvasilkov_GestureViews,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.52,0.52
1830,alexvasilkov_GestureViews,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.73,0.73
1831,alexvasilkov_GestureViews,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.69,0.69,0.38,0.38
1832,alexvasilkov_GestureViews,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.66,0.66,0.28,0.28
1833,alexvasilkov_GestureViews,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.42,0.42,0.28,0.28
1834,alexvasilkov_GestureViews,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.61,0.61,0.56,0.56
1835,alexvasilkov_GestureViews,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.40,0.40,0.28,0.28
1836,alexvasilkov_GestureViews,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.16,0.16,0.15,0.15
1837,anand1st_sshd-shell-spring-boot,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.81,0.81,0.56,0.56
1838,anand1st_sshd-shell-spring-boot,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.83,0.83,0.75,0.75
1839,anand1st_sshd-shell-spring-boot,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.50,0.50,0.39,0.39
1840,anand1st_sshd-shell-spring-boot,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.77,0.77,0.49,0.49
1841,anand1st_sshd-shell-spring-boot,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.59,0.59,0.52,0.52
1842,anand1st_sshd-shell-spring-boot,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.42,0.42,0.29,0.29
1843,anand1st_sshd-shell-spring-boot,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.43,0.43,0.12,0.12
1844,anand1st_sshd-shell-spring-boot,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.33,0.33,0.12,0.12
1845,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.61,0.61,0.45,0.45
1846,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.47,0.47
1847,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.49,0.49
1848,anastaciocintra_escpos-coffee,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.67,0.67,0.50,0.50
1849,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.36,0.36,0.37,0.37
1850,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.51,0.51,0.45,0.45
1851,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.04,0.04,0.12,0.12
1852,anastaciocintra_escpos-coffee,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.38,0.38,0.45,0.45
1853,apache_dubbo-spi-extensions,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.59,0.59
1854,apache_dubbo-spi-extensions,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.75,0.75,0.67,0.67
1855,apache_dubbo-spi-extensions,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.56,0.56
1856,apache_dubbo-spi-extensions,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.68,0.68,0.56,0.56
1857,apache_dubbo-spi-extensions,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.25,0.25,0.35,0.35
1858,apache_dubbo-spi-extensions,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.65,0.65,0.67,0.67
1859,apache_dubbo-spi-extensions,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.30,0.30,0.34,0.34
1860,apache_dubbo-spi-extensions,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.35,0.35,0.45,0.45
1861,apache_maven-enforcer,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.51,0.51,0.52,0.52
1862,apache_maven-enforcer,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.67,0.67,0.51,0.51
1863,apache_maven-enforcer,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.49,0.49,0.31,0.31
1864,apache_maven-enforcer,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.58,0.58,0.46,0.46
1865,apache_maven-enforcer,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.78,0.78,0.53,0.53
1866,apache_maven-enforcer,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.78,0.78,0.59,0.59
1867,apache_maven-enforcer,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.14,0.14
1868,apache_maven-enforcer,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.44,0.44
1869,azarnovdaniil_java-net-course,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.91,0.91,0.85,0.85
1870,azarnovdaniil_java-net-course,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.74,0.74,0.76,0.76
1871,azarnovdaniil_java-net-course,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.49,0.49,0.42,0.42
1872,azarnovdaniil_java-net-course,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.72,0.72
1873,azarnovdaniil_java-net-course,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.69,0.69,0.34,0.34
1874,azarnovdaniil_java-net-course,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.36,0.36
1875,azarnovdaniil_java-net-course,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.20,0.20,0.07,0.07
1876,azarnovdaniil_java-net-course,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.57,0.57,0.23,0.23
1877,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.55,0.55,0.54,0.54
1878,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.77,0.77,0.64,0.64
1879,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.60,0.60,0.38,0.38
1880,ballerina-platform_module-ballerina-docker,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.44,0.44,0.37,0.37
1881,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.57,0.57,0.58,0.58
1882,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.68,0.68,0.37,0.37
1883,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.07,0.07,0.18,0.18
1884,ballerina-platform_module-ballerina-docker,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.34,0.34,0.32,0.32
1885,billthefarmer_currency,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.49,0.49
1886,billthefarmer_currency,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.82,0.82,0.72,0.72
1887,billthefarmer_currency,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.42,0.42,0.33,0.33
1888,billthefarmer_currency,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.81,0.81,0.69,0.69
1889,billthefarmer_currency,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.31,0.31,0.08,0.08
1890,billthefarmer_currency,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.54,0.54,0.25,0.25
1891,billthefarmer_currency,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.12,0.12,0.03,0.03
1892,billthefarmer_currency,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.12,0.12,0.05,0.05
1893,billthefarmer_editor,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.75,0.75,0.43,0.43
1894,billthefarmer_editor,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.88,0.88,0.77,0.77
1895,billthefarmer_editor,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.79,0.79,0.69,0.69
1896,billthefarmer_editor,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.87,0.87,0.74,0.74
1897,billthefarmer_editor,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.30,0.30,0.30,0.30
1898,billthefarmer_editor,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.64,0.64,0.37,0.37
1899,billthefarmer_editor,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.16,0.16,0.04,0.04
1900,billthefarmer_editor,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.30,0.30,0.27,0.27
1901,bootique_bootique-logback,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.60,0.60,0.11,0.11
1902,bootique_bootique-logback,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.82,0.82,0.28,0.28
1903,bootique_bootique-logback,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.10,0.10,0.06,0.06
1904,bootique_bootique-logback,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.51,0.51,0.22,0.22
1905,bootique_bootique-logback,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.22,0.22,0.25,0.25
1906,bootique_bootique-logback,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.56,0.56
1907,bootique_bootique-logback,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.23,0.23,0.17,0.17
1908,bootique_bootique-logback,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.14,0.14,0.13,0.13
1909,btraceio_btrace,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.48,0.48
1910,btraceio_btrace,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.59,0.59
1911,btraceio_btrace,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.73,0.73,0.47,0.47
1912,btraceio_btrace,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.31,0.31
1913,btraceio_btrace,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.61,0.61,0.53,0.53
1914,btraceio_btrace,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.70,0.70,0.65,0.65
1915,btraceio_btrace,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.09,0.09,0.19,0.19
1916,btraceio_btrace,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.48,0.48,0.40,0.40
1917,cdk_cdk,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.63,0.63,0.53,0.53
1918,cdk_cdk,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.74,0.74,0.57,0.57
1919,cdk_cdk,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.38,0.38,0.17,0.17
1920,cdk_cdk,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.56,0.56,0.18,0.18
1921,cdk_cdk,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.56,0.56,0.37,0.37
1922,cdk_cdk,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.61,0.61,0.55,0.55
1923,cdk_cdk,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.27,0.27,0.16,0.16
1924,cdk_cdk,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.60,0.60,0.29,0.29
1925,constellation-app_constellation,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.74,0.74,0.42,0.42
1926,constellation-app_constellation,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.75,0.75,0.52,0.52
1927,constellation-app_constellation,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.45,0.45
1928,constellation-app_constellation,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.79,0.79,0.38,0.38
1929,constellation-app_constellation,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.41,0.41,0.44,0.44
1930,constellation-app_constellation,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.61,0.61,0.57,0.57
1931,constellation-app_constellation,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.28,0.28,0.28,0.28
1932,constellation-app_constellation,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.18,0.18,0.35,0.35
1933,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.83,0.83,0.43,0.43
1934,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.67,0.67
1935,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.81,0.81,0.51,0.51
1936,cryptomator_dokany-nio-adapter,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.23,0.23
1937,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.58,0.58,0.74,0.74
1938,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.68,0.68,0.77,0.77
1939,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.51,0.51,0.58,0.58
1940,cryptomator_dokany-nio-adapter,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.50,0.50,0.30,0.30
1941,devaneios-ifsp_turma-de-elite-backend,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.65,0.65,0.35,0.35
1942,devaneios-ifsp_turma-de-elite-backend,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.83,0.83,0.63,0.63
1943,devaneios-ifsp_turma-de-elite-backend,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.72,0.72,0.56,0.56
1944,devaneios-ifsp_turma-de-elite-backend,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.83,0.83,0.48,0.48
1945,devaneios-ifsp_turma-de-elite-backend,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.50,0.50,0.49,0.49
1946,devaneios-ifsp_turma-de-elite-backend,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.54,0.54,0.62,0.62
1947,devaneios-ifsp_turma-de-elite-backend,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.29,0.29,0.26,0.26
1948,devaneios-ifsp_turma-de-elite-backend,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.28,0.28,0.33,0.33
1949,dhatim_safesql,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.87,0.87,0.57,0.57
1950,dhatim_safesql,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.86,0.86,0.57,0.57
1951,dhatim_safesql,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.70,0.70,0.38,0.38
1952,dhatim_safesql,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.83,0.83,0.48,0.48
1953,dhatim_safesql,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.31,0.31,0.23,0.23
1954,dhatim_safesql,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.67,0.67,0.52,0.52
1955,dhatim_safesql,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.17,0.17,0.15,0.15
1956,dhatim_safesql,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.47,0.47,0.28,0.28
1957,dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.59,0.59,0.18,0.18
1958,dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.62,0.62,0.27,0.27
1959,dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.53,0.53,0.21,0.21
1960,dlsc-software-consulting-gmbh_GemsFX,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.58,0.58,0.15,0.15
1961,dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.38,0.38,0.29,0.29
1962,dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.22,0.22,0.29,0.29
1963,dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.27,0.27,0.16,0.16
1964,dlsc-software-consulting-gmbh_GemsFX,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.29,0.29,0.20,0.20
1965,dogtagpki_jss,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.90,0.90,0.71,0.71
1966,dogtagpki_jss,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.94,0.94,0.79,0.79
1967,dogtagpki_jss,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.78,0.78,0.62,0.62
1968,dogtagpki_jss,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.89,0.89,0.72,0.72
1969,dogtagpki_jss,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.81,0.81,0.62,0.62
1970,dogtagpki_jss,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.92,0.92,0.74,0.74
1971,dogtagpki_jss,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.18,0.18,0.33,0.33
1972,dogtagpki_jss,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.91,0.91,0.79,0.79
1973,eclipse_lemminx,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.39,0.39
1974,eclipse_lemminx,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.62,0.62,0.43,0.43
1975,eclipse_lemminx,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.29,0.29
1976,eclipse_lemminx,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.61,0.61,0.26,0.26
1977,eclipse_lemminx,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.50,0.50,0.05,0.05
1978,eclipse_lemminx,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.59,0.59,0.37,0.37
1979,eclipse_lemminx,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.18,0.18,0.15,0.15
1980,eclipse_lemminx,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.34,0.34,0.22,0.22
1981,elixir-cloud-aai_tesk-api,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.82,0.82,0.63,0.63
1982,elixir-cloud-aai_tesk-api,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.83,0.83,0.64,0.64
1983,elixir-cloud-aai_tesk-api,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.34,0.34
1984,elixir-cloud-aai_tesk-api,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.78,0.78,0.52,0.52
1985,elixir-cloud-aai_tesk-api,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.46,0.46,0.32,0.32
1986,elixir-cloud-aai_tesk-api,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.79,0.79,0.65,0.65
1987,elixir-cloud-aai_tesk-api,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.40,0.40,0.22,0.22
1988,elixir-cloud-aai_tesk-api,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.41,0.41,0.19,0.19
1989,encircled_Joiner,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.67,0.67,0.38,0.38
1990,encircled_Joiner,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.68,0.68
1991,encircled_Joiner,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.48,0.48,0.33,0.33
1992,encircled_Joiner,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.81,0.81,0.50,0.50
1993,encircled_Joiner,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.22,0.22,0.17,0.17
1994,encircled_Joiner,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.68,0.68,0.59,0.59
1995,encircled_Joiner,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.19,0.19
1996,encircled_Joiner,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.47,0.47,0.29,0.29
1997,feedzai_feedzai-openml,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.79,0.79,0.38,0.38
1998,feedzai_feedzai-openml,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.46,0.46
1999,feedzai_feedzai-openml,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.67,0.67,0.35,0.35
2000,feedzai_feedzai-openml,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.76,0.76,0.37,0.37
2001,feedzai_feedzai-openml,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.52,0.52,0.31,0.31
2002,feedzai_feedzai-openml,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.61,0.61,0.45,0.45
2003,feedzai_feedzai-openml,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.37,0.37,0.12,0.12
2004,feedzai_feedzai-openml,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.61,0.61,0.22,0.22
2005,fiji_Cell_Counter,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.71,0.71,0.57,0.57
2006,fiji_Cell_Counter,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.81,0.81,0.64,0.64
2007,fiji_Cell_Counter,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.74,0.74,0.58,0.58
2008,fiji_Cell_Counter,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.75,0.75,0.48,0.48
2009,fiji_Cell_Counter,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.29,0.29,0.24,0.24
2010,fiji_Cell_Counter,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.47,0.47,0.41,0.41
2011,fiji_Cell_Counter,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.13,0.13,0.11,0.11
2012,fiji_Cell_Counter,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.38,0.38,0.22,0.22
2013,fiji_KymographBuilder,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.71,0.71,0.57,0.57
