setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
Zero-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 22, column 3 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 24, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 22 column 3"
Zero-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml"", line 48, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 48 column 1"
Fine-Tuned,inferno-framework_fhir-validator-wrapper,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=1] actions.yml:27:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 27 |         run: | /    |         ^~~~ / actions.yml:27:9: shellcheck reported issue in this script: SC2086:info:2:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 27 |         run: | /    |         ^~~~
Fine-Tuned,inferno-framework_fhir-validator-wrapper,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_01/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)
Few-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:23:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /    | / 23 |       - docker /    |       ^"
Few-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=1] actions.yml:25:9: shellcheck reported issue in this script: SC2086:info:1:7: Double quote to prevent globbing and word splitting [shellcheck] /    | / 25 |         run: | /    |         ^~~~ / actions.yml:25:9: shellcheck reported issue in this script: SC2086:info:2:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 25 |         run: | /    |         ^~~~
Few-Shot,inferno-framework_fhir-validator-wrapper,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:5:5: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check] /   | / 5 | env: /   |     ^ / actions.yml:37:13: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check] /    | / 37 |         env: /    |             ^ / actions.yml:41:9: shellcheck reported issue in this script: SC2086:info:1:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 41 |         run: | /    |         ^~~~ / actions.yml:41:9: shellcheck reported issue in this script: SC2086:info:2:8: Double quote to prevent globbing and word splitting [shellcheck] /    | / 41 |         run: | /    |         ^~~~ / actions.yml:48:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /    | / 48 |       - docker /    |       ^ / actions.yml:52:13: expecting a single ${{...}} expression or mapping value for ""env"" section, but found plain text node [syntax-check] /    | / 52 |         env: /    |             ^"
Few-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on jobs: unknown key build-and-test ({:script=>[chmod +x gradlew, ./gradlew build], :jdk=>openjdk8}) / [x] [warn] on jobs: unknown key docker-build ({:dependencies=>[build-and-test], :script=>[docker build -t hl7_validator .]}) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
Few-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
Few-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Few-Shot,inferno-framework_fhir-validator-wrapper,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml"", line 28, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/inferno-framework_fhir-validator-wrapper/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 28 column 9"
CIMig,io7m_changelog,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/03_CIMig_Travis_to_GHA/io7m_changelog_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while parsing a block mapping /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/03_CIMig_Travis_to_GHA/io7m_changelog_original.yml"", line 10, column 5 / expected <block end>, but found '-' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/03_CIMig_Travis_to_GHA/io7m_changelog_original.yml"", line 26, column 5 | [actionlint rc=1] io7m_changelog_original.yml:9:0: could not parse as YAML: yaml: line 9: did not find expected key [syntax-check] /   | / 9 |   build: /   |"
CIMig,io7m_changelog,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/04_CIMig_GHA_to_Travis/io7m_changelog_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/04_CIMig_GHA_to_Travis/io7m_changelog_travis.yml"", line 6, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_changelog/04_CIMig_GHA_to_Travis/io7m_changelog_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 6 column 9"
CIMig,io7m_jcamera,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/03_CIMig_Travis_to_GHA/io7m_jcamera_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/03_CIMig_Travis_to_GHA/io7m_jcamera_original.yml"", line 5, column 7 | [actionlint rc=1] io7m_jcamera_original.yml:5:0: could not parse as YAML: yaml: line 5: mapping values are not allowed in this context [syntax-check] /   | / 5 |   push: /   |"
CIMig,io7m_jcamera,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/04_CIMig_GHA_to_Travis/io7m_jcamera_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/04_CIMig_GHA_to_Travis/io7m_jcamera_travis.yml"", line 6, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/io7m_jcamera/04_CIMig_GHA_to_Travis/io7m_jcamera_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 6 column 9"
Zero-Shot,io7m_jcamera,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,io7m_jcamera,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,io7m_jcamera,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,io7m_jcamera,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 25, column 41 | [actionlint rc=1] actions.yml:25:0: could not parse as YAML: yaml: line 25: mapping values are not allowed in this context [syntax-check] /    | / 25 |         uses: actions/setup-java@v4 with: /    |"
Zero-Shot,io7m_jcamera,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,io7m_jcamera,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 66, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 66 column 1"
Zero-Shot,io7m_jcamera,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/io7m_jcamera/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
